Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,20.51,20.860001,20.51,20.594999,19.367157,2308200
2013-01-03,20.535,20.635,20.41,20.450001,19.230803,2660200
2013-01-04,20.450001,20.639999,20.205,20.555,19.329542,1336400
2013-01-07,20.440001,20.485001,20.25,20.379999,19.164978,1109600
2013-01-08,20.205,20.445,19.955,20.02,18.826441,1572000
2013-01-09,20.165001,20.355,20.094999,20.174999,18.972198,1445800
2013-01-10,20.355,20.450001,20.184999,20.190001,18.986307,1207800
2013-01-11,20.120001,20.405001,20.075001,20.365,19.150871,1339400
2013-01-14,20.549999,21.055,20.504999,21.025,19.771524,2468800
2013-01-15,20.834999,20.855,20.379999,20.424999,19.207296,2690600
2013-01-16,20.280001,20.280001,19.709999,19.82,18.638365,2003000
2013-01-17,19.879999,20.110001,19.690001,19.754999,18.577242,1771200
2013-01-18,19.764999,19.905001,19.674999,19.795,18.614853,2034200
2013-01-22,19.665001,20.145,19.615,20.145,18.943989,1881200
2013-01-23,20.145,20.225,19.945,20.139999,18.939287,948800
2013-01-24,20.055,20.305,20.055,20.275,19.066236,881600
2013-01-25,20.299999,20.41,20.215,20.405001,19.188488,1972200
2013-01-28,20.41,20.41,20.1,20.200001,18.995712,840200
2013-01-29,20.1,20.195,20.02,20.08,18.882862,1058400
2013-01-30,20.125,20.475,20.125,20.395,19.179085,1152800
2013-01-31,20.15,20.195,19.934999,20.110001,18.911074,1412000
2013-02-01,20.334999,20.445,20.174999,20.360001,19.146172,1538200
2013-02-04,20.235001,20.299999,20.0,20.059999,18.864056,945000
2013-02-05,20.139999,20.25,19.549999,19.655001,18.4832,1793200
2013-02-06,19.514999,19.514999,19.165001,19.305,18.154068,2376200
2013-02-07,19.325001,19.41,18.985001,19.065001,17.928377,2918400
2013-02-08,19.155001,19.254999,19.129999,19.184999,18.041222,1856400
2013-02-11,19.205,19.235001,19.025,19.205,18.06003,1282000
2013-02-12,19.355,19.674999,19.33,19.620001,18.450291,1589200
2013-02-13,19.67,19.77,19.450001,19.565001,18.398569,912200
2013-02-14,19.700001,20.049999,19.700001,19.975,18.784126,1515600
2013-02-15,20.0,20.1,19.855,19.92,18.732403,1250800
2013-02-19,20.025,20.615,20.01,20.440001,19.221401,2109400
2013-02-20,20.275,20.309999,19.975,20.01,18.817036,1496000
2013-02-21,19.775,19.809999,19.42,19.49,18.328041,930600
2013-02-22,19.57,19.645,19.295,19.594999,18.426777,751600
2013-02-25,19.645,19.855,19.370001,19.370001,18.215193,801200
2013-02-26,19.295,19.68,19.200001,19.610001,18.440887,1400000
2013-02-27,19.424999,19.870001,19.33,19.73,18.55373,1478800
2013-02-28,19.355,19.379999,18.82,19.025,17.890759,1993000
2013-03-01,18.83,19.110001,18.799999,19.075001,17.937782,2258200
2013-03-04,18.975,18.975,18.665001,18.870001,17.745001,2290800
2013-03-05,19.1,19.1,18.895,18.975,17.843744,1502000
2013-03-06,19.049999,19.105,18.865,18.875,17.749704,2024000
2013-03-07,19.200001,19.715,19.059999,19.655001,18.4832,1643600
2013-03-08,20.02,20.200001,19.889999,20.155001,18.95339,1300000
2013-03-11,20.055,20.17,19.965,20.135,18.934584,1105800
2013-03-12,19.9,19.950001,19.450001,19.459999,18.299826,1011600
2013-03-13,19.51,19.51,19.215,19.43,18.271616,803200
2013-03-14,19.629999,19.93,19.415001,19.559999,18.393864,887800
2013-03-15,19.195,19.355,19.15,19.290001,18.139961,1915600
2013-03-18,19.129999,19.415001,19.065001,19.254999,18.107046,1980400
2013-03-19,19.07,19.215,18.915001,19.075001,17.937782,830600
2013-03-20,19.035,19.110001,18.754999,18.785,17.665068,1258400
2013-03-21,18.625,18.795,18.440001,18.459999,17.359442,1756000
2013-03-22,18.52,18.565001,18.205,18.25,17.161963,1864600
2013-03-25,18.475,18.475,18.120001,18.299999,17.208984,1323800
2013-03-26,18.43,18.43,18.26,18.375,17.279514,668800
2013-03-27,18.254999,18.405001,18.15,18.4,17.30302,686200
